no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
2675,TOTARA RE PTE. LTD.,Insurance,Reinsurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/413989-TOTARA-RE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2676,TOUCHSTONE ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96526277,9 STRAITS VIEW MARINA ONE WEST TOWER #05-07 018937,,https://eservices.mas.gov.sg/fid/institution/detail/439796-TOUCHSTONE-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2677,TOWER CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67180360,138 MARKET STREET #36-01 CAPITAGREEN 048946,,https://eservices.mas.gov.sg/fid/institution/detail/200834-TOWER-CAPITAL-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2678,TOWNSHEND CAPITAL PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 91196995,9 TEMASEK BOULEVARD #07-03 SUNTEC TOWER TWO 038989,,https://eservices.mas.gov.sg/fid/institution/detail/2683-TOWNSHEND-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2679,TOYOTA TSUSHO RE SINGAPORE PTE. LTD.,Insurance,Captive Insurer (General),+65 9637 9129,"9, STRAITS VIEW, #05-07 MARINA ONE WEST TOWER 018937",https://www.toyotsu-ins.co.jp/en/overseas/,https://eservices.mas.gov.sg/fid/institution/detail/1338-TOYOTA-TSUSHO-RE-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2680,TP ICAP (SINGAPORE) PTE. LTD.,Capital Markets,Recognised Market Operator,69221388,50 RAFFLES PLACE #41-00 SINGAPORE LAND TOWER 048623,http://www.tpicap.com,https://eservices.mas.gov.sg/fid/institution/detail/365-TP-ICAP-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2681,TP ICAP MARKETS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62381809,50 RAFFLES PLACE #41-00 SINGAPORE LAND TOWER 048623,https://tpicap.com,https://eservices.mas.gov.sg/fid/institution/detail/2406-TP-ICAP-MARKETS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2682,TPG CAPITAL (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63905000,83 CLEMENCEAU AVENUE #11-01 UE SQUARE 239920,http://www.tpg.com,https://eservices.mas.gov.sg/fid/institution/detail/966-TPG-CAPITAL-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2683,TR CAPITAL ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62304082,138 MARKET STREET #10-02 CAPITAGREEN 048946,https://www.tr-capital.com,https://eservices.mas.gov.sg/fid/institution/detail/417598-TR-CAPITAL-ADVISORS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2684,TRADE RISK SOLUTIONS PTE. LTD.,Insurance,Registered Insurance Broker,+65 62380888,9 TEMASEK BOULEVARD #32-01 SUNTEC TOWER TWO 038989,http://www.trade-risksol.com,https://eservices.mas.gov.sg/fid/institution/detail/247305-TRADE-RISK-SOLUTIONS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2685,TRADETOGETHER PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91521378,30 RAFFLES PLACE #14-112 CIMB PLAZA 048622,https://tradetogether.com/,https://eservices.mas.gov.sg/fid/institution/detail/416480-TRADETOGETHER-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2686,TRADEWEB ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68132473,2 CENTRAL BLVD #32-25 IOI CENTRAL BOULEVARD TOWERS 018916,http://www.tradeweb.com,https://eservices.mas.gov.sg/fid/institution/detail/433887-TRADEWEB-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2687,TRADEWEB AUSTRALIA PTY LTD,Capital Markets,Recognised Market Operator,,,http://www.yieldbroker.com,https://eservices.mas.gov.sg/fid/institution/detail/227422-TRADEWEB-AUSTRALIA-PTY-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2688,TRADEWEB EUROPE LIMITED,Capital Markets,Recognised Market Operator,,,http://www.tradeweb.com,https://eservices.mas.gov.sg/fid/institution/detail/201498-TRADEWEB-EUROPE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2689,TRADEX 19,Payments,Money-changing Licensee,65 67664779,10 CHOA CHU KANG AVENUE 4 #01-26 CHOA CHU KANG MRT STATION 689810,,https://eservices.mas.gov.sg/fid/institution/detail/2964-TRADEX-19,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2690,TRADITION SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee; Recognised Market Operator,+65 62262323,2 CENTRAL BOULEVARD #09-01 IOI CENTRAL BOULEVARD TOWERS 018916,https://www.traditionasia.com/sgrmo,https://eservices.mas.gov.sg/fid/institution/detail/288-TRADITION-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2691,TRANGLO PTE. LTD.,Payments,Major Payment Institution,,410 NORTH BRIDGE ROAD #04-11 SPACES CITY HALL 188726,,https://eservices.mas.gov.sg/fid/institution/detail/201089-TRANGLO-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2692,TRANS-PACIFIC CREDIT PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65356868,"83 CLEMENCEAU AVENUE #10-01, UE SQUARE 239920",,https://eservices.mas.gov.sg/fid/institution/detail/359-TRANS-PACIFIC-CREDIT-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2693,TRANSAMERICA LIFE (BERMUDA) LTD. (SINGAPORE BRANCH),Insurance,Direct Insurer (Life),+65 6212 0620,"18 CROSS STREET, #12-02 18 CROSS 048423",,https://eservices.mas.gov.sg/fid/institution/detail/3420-TRANSAMERICA-LIFE-BERMUDA-LTD-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2694,TRANSASIA PRIVATE CAPITAL SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65006492,1 FUSIONOPOLIS PLACE LEVEL #03-20 GALAXIS WEST LOBBY 138522,http://www.taprivatecapital.com/en/,https://eservices.mas.gov.sg/fid/institution/detail/227171-TRANSASIA-PRIVATE-CAPITAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2695,TRANSATLANTIC REINSURANCE COMPANY SINGAPORE BRANCH,Insurance,Reinsurer (General),+65 6589 8282,"8, MARINA VIEW #27-03 ASIA SQUARE TOWER 1 018960",http://www.transre.com,https://eservices.mas.gov.sg/fid/institution/detail/3548-TRANSATLANTIC-REINSURANCE-COMPANY-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2696,TRANSCEND GLOBAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67350120,16 RAFFLES QUAY #33-03 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2300-TRANSCEND-GLOBAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2697,Transend Pte. Ltd.,Payments,Major Payment Institution,+65 96199951,1 NORTHPOINT DRIVE #B2-131 NORTHPOINT CITY 768019,http://WWW.TRANSEND.COM.SG,https://eservices.mas.gov.sg/fid/institution/detail/427489-Transend-Pte-Ltd,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2698,TRANSFERCLEAR PTE. LTD.,Payments,Standard Payment Institution,,"1 NORTH BRIDGE ROAD, #08-08, HIGH STREET CENTRE 179094",,https://eservices.mas.gov.sg/fid/institution/detail/247256-TRANSFERCLEAR-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2699,TRANSFERMATE PTE. LTD.,Payments,Major Payment Institution,+6563239376,"20 ANSON ROAD, #06-18 TWENTY ANSON 079912",,https://eservices.mas.gov.sg/fid/institution/detail/223812-TRANSFERMATE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2700,TRANSWAP PRIVATE LIMITED,Payments,Major Payment Institution,65 61009788,168 ROBINSON ROAD #12-00 CAPITAL TOWER 068912,,https://eservices.mas.gov.sg/fid/institution/detail/201174-TRANSWAP-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2701,TRAVELEX HOLDINGS (S) PTE LTD,Payments,Money-changing Licensee,,"1 RAFFLES PLACE #B1-41 ONE RAFFLES PLACE, TOWER 1 048616",,https://eservices.mas.gov.sg/fid/institution/detail/200835-TRAVELEX-HOLDINGS-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2702,TRAXX PAYMENTS PTE. LTD.,Payments,Major Payment Institution,,"9, TAGORE LANE #04-17 9 @ TAGORE 787472",https://traxx.asia/,https://eservices.mas.gov.sg/fid/institution/detail/226632-TRAXX-PAYMENTS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2703,TREE LINE ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62252530,135 AMOY STREET #02-01 FAR EAST SQUARE 049964,,https://eservices.mas.gov.sg/fid/institution/detail/1580-TREE-LINE-ADVISORS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2704,TRENDLINES AGRIFOOD INNOVATION CENTRE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69509802,77 AYER RAJAH CRESCENT #02-21 JTC LAUNCHPAD 139954,,https://eservices.mas.gov.sg/fid/institution/detail/224778-TRENDLINES-AGRIFOOD-INNOVATION-CENTRE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2705,TRG MANAGEMENT SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68261888,1 TEMASEK AVENUE #30-02 MILLENIA TOWER 039192,,https://eservices.mas.gov.sg/fid/institution/detail/1368-TRG-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2706,TRI INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64206226,18 ROBINSON ROAD 18 ROBINSON #20-02 048547,https://www.tri-im.net/,https://eservices.mas.gov.sg/fid/institution/detail/435856-TRI-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2707,TRIBECA INVESTMENT PARTNERS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 61234567,50 RAFFLES PLACE #16-01 SINGAPORE LAND TOWER 048623,http://www.tribecaip.com,https://eservices.mas.gov.sg/fid/institution/detail/218473-TRIBECA-INVESTMENT-PARTNERS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2708,TRIDENT TRUST COMPANY (SINGAPORE) PTE. LIMITED,Capital Markets,Licensed Trust Company,+65 66531800,77 ROBINSON ROAD #20-01 ROBINSON 77 068896,http://www.tridenttrust.com,https://eservices.mas.gov.sg/fid/institution/detail/857-TRIDENT-TRUST-COMPANY-SINGAPORE-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2709,TRIGGER ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90018475,36 CARPENTER STREET #02-01 CARPENTER HAUS 059915,http://www.triggervc.com,https://eservices.mas.gov.sg/fid/institution/detail/250583-TRIGGER-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2710,TRILAKE PARTNERS PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65130120,9 RAFFLES PLACE #13-05 REPUBLIC PLAZA 048619,http://www.trilake-partners.com,https://eservices.mas.gov.sg/fid/institution/detail/2438-TRILAKE-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2711,TRILAND METALS SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69227850,3 TEMASEK AVENUE #33-03 CENTENNIAL TOWER 039190,http://www.triland.com,https://eservices.mas.gov.sg/fid/institution/detail/2635-TRILAND-METALS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2712,TRINITY INNOVATION BIOVENTURE SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65137338,2 SCIENCE PARK DRIVE #02-10 ASCENT 118222,,https://eservices.mas.gov.sg/fid/institution/detail/239007-TRINITY-INNOVATION-BIOVENTURE-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2713,TRIPLE A TECHNOLOGIES PTE. LTD.,Payments,Major Payment Institution,,10 ANSON ROAD #24-14 INTERNATIONAL PLAZA 079903,https://triple-a.io/,https://eservices.mas.gov.sg/fid/institution/detail/233506-TRIPLE-A-TECHNOLOGIES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2714,TRIPLE P ADVISORY PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 84248703,190 CLEMENCEAU AVENUE #06-11 SINGAPORE SHOPPING CENTER 239924,,https://eservices.mas.gov.sg/fid/institution/detail/200475-TRIPLE-P-ADVISORY-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2715,TRIPLE STAR EXCHANGE,Payments,Money-changing Licensee,65 64635334,211 HOLLAND AVENUE #01-K4 HOLLAND ROAD SHOPPING CENTRE 278967,,https://eservices.mas.gov.sg/fid/institution/detail/2918-TRIPLE-STAR-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2716,TRIPLINK INTERNATIONAL PTE. LTD.,Payments,Major Payment Institution,,"30 RAFFLES PLACE #29-01, 30 RAFFLES PLACE 048622",,https://eservices.mas.gov.sg/fid/institution/detail/248367-TRIPLINK-INTERNATIONAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2717,TRIREC FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62231031,"1 KIM SENG PROMENADE, #12-09, GREAT WORLD CITY 237994",https://trirec.co/,https://eservices.mas.gov.sg/fid/institution/detail/246889-TRIREC-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2718,TRIVE VENTURE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96529528,111 SOMERSET ROAD #07-07 TRIPLEONE SOMERSET 238164,https://trive.vc/,https://eservices.mas.gov.sg/fid/institution/detail/200852-TRIVE-VENTURE-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2719,TRIVEST ADVISORS PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,,"LEVEL 11 ROOM 1129 MARINA BAY FINANCIAL CENTRE TOWER 1, 8 MARINA BLVD 018981",,https://eservices.mas.gov.sg/fid/institution/detail/248924-TRIVEST-ADVISORS-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2720,TRUE GLOBAL VENTURES 4 PLUS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69111934,"18 CROSS STREET, #02-101 048423",,https://eservices.mas.gov.sg/fid/institution/detail/221176-TRUE-GLOBAL-VENTURES-4-PLUS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2721,TRUE LIGHT CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68288766,FRASER STREET DUO TOWER #20-26 189352,,https://eservices.mas.gov.sg/fid/institution/detail/242357-TRUE-LIGHT-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2722,TRUE VINE CAPITAL PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69095923,1 NORTH BRIDGE ROAD #08-08 HIGH STREET CENTRE 179094,,https://eservices.mas.gov.sg/fid/institution/detail/218652-TRUE-VINE-CAPITAL-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2723,TRUST BANK SINGAPORE LIMITED,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Full Bank,,77 ROBINSON ROAD #25-00 ROBINSON 77 068896,http://www.trustbank.sg,https://eservices.mas.gov.sg/fid/institution/detail/237846-TRUST-BANK-SINGAPORE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2724,TRUST CAPITAL ALTERNATIVE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67139551,78 SHENTON WAY #20-03 079120,,https://eservices.mas.gov.sg/fid/institution/detail/235936-TRUST-CAPITAL-ALTERNATIVE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2725,TRUST CHAIN PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65131317,10 ANSON ROAD #05-01 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/237362-TRUST-CHAIN-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2726,TRUSTBOX PTE. LTD.,Financial Advisory,Licensed Financial Adviser,+65 62213239,143 CECIL STREET #07-01 GB BUILDING 069542,,https://eservices.mas.gov.sg/fid/institution/detail/252382-TRUSTBOX-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2727,TRUSTCAPITAL ADVISORS INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66346123,"2 CENTRAL BOULEVARD, #10-03A IOI CENTRAL BOULEVARD TOWERS 018916",,https://eservices.mas.gov.sg/fid/institution/detail/2235-TRUSTCAPITAL-ADVISORS-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2728,TRUTH ASSETS MANAGEMENT (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62982189,7500A BEACH ROAD #08-305 THE PLAZA 199591,,https://eservices.mas.gov.sg/fid/institution/detail/235397-TRUTH-ASSETS-MANAGEMENT-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2729,TSAO FAMILY OFFICE PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 63392888,"10 ANSON ROAD, #06-06, INTERNATIONAL PLAZA 079903",https://tsao.com/,https://eservices.mas.gov.sg/fid/institution/detail/252384-TSAO-FAMILY-OFFICE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2730,"TT CLUB MUTUAL INSURANCE LTD, SINGAPORE BRANCH",Insurance,Direct Insurer (General),+65 6323 6577,61 ROBINSON ROAD #11-01A ROBINSON CENTRE 068893,http://www.ttclub.com,https://eservices.mas.gov.sg/fid/institution/detail/3318-TT-CLUB-MUTUAL-INSURANCE-LTD-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2731,TUDOR CAPITAL SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62136557,"9 STRAITS VIEW MARINA ONE, WEST TOWER, #08-10 018937",https://www.tudorfunds.com,https://eservices.mas.gov.sg/fid/institution/detail/1400-TUDOR-CAPITAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2732,TUMALON KATAK SALAHKAR PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68052172,250 NORTH BRIDGE ROAD #16-03 RAFFLES CITY TOWER 179101,,https://eservices.mas.gov.sg/fid/institution/detail/4345-TUMALON-KATAK-SALAHKAR-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2733,TURNING LEAF ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 81823655,10 MARINA BOULEVARD #39-00 MARINA BAY FINANCIAL CENTRE 018938,https://tl-assets.com,https://eservices.mas.gov.sg/fid/institution/detail/227064-TURNING-LEAF-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2734,Turquoise Global Holdings Europe B.V.,Capital Markets,Recognised Market Operator,,,https://www.lseg.com/areas-expertise/our-markets/turquoise,https://eservices.mas.gov.sg/fid/institution/detail/411674-Turquoise-Global-Holdings-Europe-B-V,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2735,Turquoise Global Holdings Limited,Capital Markets,Recognised Market Operator,,,https://www.lseg.com/areas-expertise/our-markets/turquoise,https://eservices.mas.gov.sg/fid/institution/detail/407377-Turquoise-Global-Holdings-Limited,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
