licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
2820,2155,SAPPHIRE INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/413434-SAPPHIRE-INSURANCE-PTE-LTD,28,2026-07-11
2821,2156,SARMUS EXCHANGE & TRADING,Payments,Money-changing Licensee,65 66943996,"11 COLLYER QUAY, #03-09, THE ARCADE 049317",,https://eservices.mas.gov.sg/fid/institution/detail/200315-SARMUS-EXCHANGE-TRADING,21,2026-07-11
2822,2157,SARONA ASSET MANAGEMENT SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91775598,"04 PAX PRIVATE OFFICE #M15 - THE WORK PROJECT (COMMERCIAL) PTE LTD ASIA SQUARE TOWER 2, 12 MARINA VIEW, #11-01 018961",http://www.saronafund.com,https://eservices.mas.gov.sg/fid/institution/detail/429472-SARONA-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,21,2026-07-11
2823,2158,SASSEUR ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62552953,7 TEMASEK BOULEVARD #06-05 SUNTEC TOWER ONE 038987,,https://eservices.mas.gov.sg/fid/institution/detail/218592-SASSEUR-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2824,2159,SAVILLS INVESTMENT MANAGEMENT PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 97817500,"30 CECIL STREET, #20-05 PRUDENTIAL TOWER 049712",,https://eservices.mas.gov.sg/fid/institution/detail/201032-SAVILLS-INVESTMENT-MANAGEMENT-PTE-LIMITED,21,2026-07-11
2825,2160,SAXO CAPITAL MARKETS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63037800,88 MARKET STREET CAPITASPRING #31-01 048948,https://www.home.saxo/en-sg,https://eservices.mas.gov.sg/fid/institution/detail/1553-SAXO-CAPITAL-MARKETS-PTE-LTD,21,2026-07-11
2826,2160,SAXO CAPITAL MARKETS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63037800,88 MARKET STREET CAPITASPRING #31-01 048948,https://www.home.saxo/en-sg,https://eservices.mas.gov.sg/fid/institution/detail/1553-SAXO-CAPITAL-MARKETS-PTE-LTD,21,2026-07-11
2827,2161,SBC INVESTMENT (SG) PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 98197963,"7 TEMASEK BOULEVARD, LEVEL 32, SUNTEC TOWER ONE #32-13 038987",http://chantuckkeong18@gmail.com,https://eservices.mas.gov.sg/fid/institution/detail/419050-SBC-INVESTMENT-SG-PTE-LTD,21,2026-07-11
2828,2162,SBCVC MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69747425,111 SOMERSET ROAD #09-32 TRIPLE ONE SOMERSET 238164,,https://eservices.mas.gov.sg/fid/institution/detail/236762-SBCVC-MANAGEMENT-PTE-LTD,21,2026-07-11
2829,2163,SBI DIGITAL MARKETS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69108899,83 CLEMENCEAU AVENUE #04-05 UE SQUARE 239920,,https://eservices.mas.gov.sg/fid/institution/detail/248149-SBI-DIGITAL-MARKETS-PTE-LTD,21,2026-07-11
2830,2163,SBI DIGITAL MARKETS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 69108899,83 CLEMENCEAU AVENUE #04-05 UE SQUARE 239920,,https://eservices.mas.gov.sg/fid/institution/detail/248149-SBI-DIGITAL-MARKETS-PTE-LTD,21,2026-07-11
2831,2164,SBI SECURITIES (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63058588,1 RAFFLES PLACE #39-02 ONE RAFFLES PLACE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/227701-SBI-SECURITIES-SINGAPORE-PTE-LTD,21,2026-07-11
2832,2164,SBI SECURITIES (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63058588,1 RAFFLES PLACE #39-02 ONE RAFFLES PLACE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/227701-SBI-SECURITIES-SINGAPORE-PTE-LTD,21,2026-07-11
2833,2165,SBI VEN CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65366123,1 RAFFLES PLACE #18-03 ONE RAFFLES PLACE 048616,http://www.sbivencapital.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1779-SBI-VEN-CAPITAL-PTE-LTD,21,2026-07-11
2834,2166,SBIA (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+44 7881343838,138 MARKET STREET #27-01A CAPITAGREEN 048946,https://www.visionfund.com/,https://eservices.mas.gov.sg/fid/institution/detail/224955-SBIA-SINGAPORE-PTE-LTD,21,2026-07-11
2835,2167,SBK TECH PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62255515,237 ALEXANDRA ROAD THE ALEXCIER #05-19 159929,http://www.sbktechventures.com,https://eservices.mas.gov.sg/fid/institution/detail/238379-SBK-TECH-PTE-LTD,21,2026-07-11
2836,2168,SBVA STRATEGIC ADVISOR (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 81335900,1 ONE GEORGE STREET #10-25 049145,,https://eservices.mas.gov.sg/fid/institution/detail/228862-SBVA-STRATEGIC-ADVISOR-SINGAPORE-PTE-LTD,21,2026-07-11
2837,2169,SC CAPITAL PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68875800,2 NASSIM ROAD 258370,http://WWW.SCCPASIA.COM,https://eservices.mas.gov.sg/fid/institution/detail/4478-SC-CAPITAL-PARTNERS-PTE-LTD,21,2026-07-11
2838,2170,SC LOWY FINANCIAL (SG) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+852 34051300,MARINA ONE EAST TOWER 7 STRAITS VIEW #05-01 018936,http://www.sclowy.com,https://eservices.mas.gov.sg/fid/institution/detail/236763-SC-LOWY-FINANCIAL-SG-PTE-LTD,21,2026-07-11
2839,2171,SC OSCAR FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65140288,390 ORCHARD ROAD PALAIS RENAISSANCE #14-04 238871,,https://eservices.mas.gov.sg/fid/institution/detail/252326-SC-OSCAR-FUND-MANAGEMENT-PTE-LTD,21,2026-07-11
2840,2172,SC VENTURE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96555318,60 PAYA LEBAR ROAD #12-03 PAYA LEBAR SQUARE 409051,,https://eservices.mas.gov.sg/fid/institution/detail/410194-SC-VENTURE-CAPITAL-PTE-LTD,21,2026-07-11
2841,2173,SCHONFELD STRATEGIC ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62322200,12 MARINA VIEW #21-01/02 ASIA SQUARE TOWER 2 018961,http://www.schonfeld.com,https://eservices.mas.gov.sg/fid/institution/detail/201207-SCHONFELD-STRATEGIC-ADVISORS-SINGAPORE-PTE-LTD,21,2026-07-11
2842,2174,SCHRODER & CO. (ASIA) LIMITED,Banking,Merchant Bank,+65 68007100,138 MARKET STREET #23-02 CAPITAGREEN 048946,,https://eservices.mas.gov.sg/fid/institution/detail/1911-SCHRODER-CO-ASIA-LIMITED,21,2026-07-11
2843,2174,SCHRODER & CO. (ASIA) LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 68007100,138 MARKET STREET #23-02 CAPITAGREEN 048946,,https://eservices.mas.gov.sg/fid/institution/detail/1911-SCHRODER-CO-ASIA-LIMITED,21,2026-07-11
2844,2174,SCHRODER & CO. (ASIA) LIMITED,Financial Advisory,Exempt Financial Adviser,+65 68007100,138 MARKET STREET #23-02 CAPITAGREEN 048946,,https://eservices.mas.gov.sg/fid/institution/detail/1911-SCHRODER-CO-ASIA-LIMITED,21,2026-07-11
2845,2175,SCHRODER INVESTMENT MANAGEMENT (SINGAPORE) LTD.,Capital Markets,Capital Markets Services Licensee,+65 68007000,138 MARKET STREET #23-01 CAPITAGREEN SINGAPORE 048946,,https://eservices.mas.gov.sg/fid/institution/detail/715-SCHRODER-INVESTMENT-MANAGEMENT-SINGAPORE-LTD,21,2026-07-11
2846,2176,SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA LIMITED SINGAPORE BRANCH,Capital Markets,Capital Markets Services Licensee,+65 68007000,138 MARKET STREET #23-01 CAPITAGREEN SINGAPORE 048946,,https://eservices.mas.gov.sg/fid/institution/detail/3433-SCHRODER-INVESTMENT-MANAGEMENT-NORTH-AMERICA-LIMITED-SINGAPORE-BRANCH,21,2026-07-11
2847,2177,SCOR REINSURANCE ASIA-PACIFIC PTE LTD,Insurance,Reinsurer (Composite),+65 6517 7500,"160, ROBINSON ROAD #30-01 SBF CENTER 068914",,https://eservices.mas.gov.sg/fid/institution/detail/646-SCOR-REINSURANCE-ASIA-PACIFIC-PTE-LTD,21,2026-07-11
2848,2178,SDAX CAPITAL MARKETS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60117277,9 TEMASEK BOULEVARD #06-02A SUNTEC TOWER TWO 038989,https://www.sdax.co,https://eservices.mas.gov.sg/fid/institution/detail/200996-SDAX-CAPITAL-MARKETS-PTE-LTD,21,2026-07-11
2849,2178,SDAX CAPITAL MARKETS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 60117277,9 TEMASEK BOULEVARD #06-02A SUNTEC TOWER TWO 038989,https://www.sdax.co,https://eservices.mas.gov.sg/fid/institution/detail/200996-SDAX-CAPITAL-MARKETS-PTE-LTD,21,2026-07-11
2850,2179,SDAX EXCHANGE PTE. LTD.,Capital Markets,Recognised Market Operator,+65 60117277,"9 TEMASEK BOULEVARD #06-02A, SUNTEC TOWER 2 038989",https://www.sdax.co,https://eservices.mas.gov.sg/fid/institution/detail/245449-SDAX-EXCHANGE-PTE-LTD,21,2026-07-11
2851,2180,SEA & LAND INSURANCE BROKERS PTE LTD,Insurance,Registered Insurance Broker,+65 62261198,10 ANSON ROAD #14-18 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/668-SEA-LAND-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2852,2180,SEA & LAND INSURANCE BROKERS PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 62261198,10 ANSON ROAD #14-18 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/668-SEA-LAND-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2853,2181,SEABANC INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 68448022,60 KAKI BUKIT PLACE #10-01/05 EUNOS TECHPARK 415979,,https://eservices.mas.gov.sg/fid/institution/detail/346-SEABANC-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2854,2181,SEABANC INSURANCE BROKERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 68448022,60 KAKI BUKIT PLACE #10-01/05 EUNOS TECHPARK 415979,,https://eservices.mas.gov.sg/fid/institution/detail/346-SEABANC-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2855,2182,SEACAP PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE 1 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/251136-SEACAP-PTE-LTD,28,2026-07-11
2856,2183,SEADRIF INSURANCE COMPANY PTE. LTD.,Insurance,Direct Insurer (General),+65 6591 8000,182 CECIL STREET FRASERS TOWERS #24-01 069547,,https://eservices.mas.gov.sg/fid/institution/detail/228060-SEADRIF-INSURANCE-COMPANY-PTE-LTD,21,2026-07-11
2857,2184,SEATOWN HOLDINGS INTERNATIONAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66229022,3 FRASER STREET #06-23 DUO TOWER 189352,,https://eservices.mas.gov.sg/fid/institution/detail/2250-SEATOWN-HOLDINGS-INTERNATIONAL-PTE-LTD,21,2026-07-11
2858,2185,SEAVI ADVENT MANAGEMENT PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 63399090,90 SOPHIA ROAD 228160,,https://eservices.mas.gov.sg/fid/institution/detail/4392-SEAVI-ADVENT-MANAGEMENT-PTE-LTD,21,2026-07-11
2859,2186,SEEDROCK ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 92200757,"9 RAFFLES PLACE, REPUBLIC PLAZA, #25-01B 048619",,https://eservices.mas.gov.sg/fid/institution/detail/224293-SEEDROCK-ASIA-PTE-LTD,21,2026-07-11
2860,2187,SEEKERS ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65070100,9 TEMASEK BOULEVARD #36-01 SUNTEC TOWER 2 038989,,https://eservices.mas.gov.sg/fid/institution/detail/1954-SEEKERS-ADVISORS-PTE-LTD,21,2026-07-11
2861,2188,SEMBCORP CAPTIVE INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6922 8500,8 MARINA VIEW #09-05 ASIA SQUARE TOWER 1 018960,https://www.marsh.com/sg/services/captive-insurance.html,https://eservices.mas.gov.sg/fid/institution/detail/1697-SEMBCORP-CAPTIVE-INSURANCE-PTE-LTD,28,2026-07-11
2862,2189,SENFINIUM CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69803337,8 EU TONG SEN STREET #15-87 THE CENTRAL 059818,,https://eservices.mas.gov.sg/fid/institution/detail/239051-SENFINIUM-CAPITAL-PTE-LTD,21,2026-07-11
2863,2190,SENTBE PTE. LTD.,Payments,Major Payment Institution,+65 62032609,"5 SHENTON WAY, #10-01 UIC BUILDING 068808",https://www.sentbe.com,https://eservices.mas.gov.sg/fid/institution/detail/218957-SENTBE-PTE-LTD,21,2026-07-11
2864,2191,SENTOSA CAPITAL (PTE.) LTD.,Capital Markets,Capital Markets Services Licensee,+65 62251102,3 PICKERING STREET #03-09 NANKIN ROW 048660,http://www.sentosacapital.com,https://eservices.mas.gov.sg/fid/institution/detail/2284-SENTOSA-CAPITAL-PTE-LTD,21,2026-07-11
2865,2191,SENTOSA CAPITAL (PTE.) LTD.,Financial Advisory,Exempt Financial Adviser,+65 62251102,3 PICKERING STREET #03-09 NANKIN ROW 048660,http://www.sentosacapital.com,https://eservices.mas.gov.sg/fid/institution/detail/2284-SENTOSA-CAPITAL-PTE-LTD,21,2026-07-11
2866,2192,SEQUENT (SINGAPORE) LIMITED,Capital Markets,Licensed Trust Company,+65 66225965,ONE RAFFLES QUAY NORTH TOWER 1 RAFFLES QUAY #49-00 048583,https://sequentgroup.com,https://eservices.mas.gov.sg/fid/institution/detail/1120-SEQUENT-SINGAPORE-LIMITED,21,2026-07-11
2867,2193,SERAYA INVESTMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+60 129237921,"7 PURVIS STREET, #03-01 188586",http://N.A.,https://eservices.mas.gov.sg/fid/institution/detail/246753-SERAYA-INVESTMENT-PTE-LTD,21,2026-07-11
2868,2194,SERAYA MANAGEMENT PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 87009238,9 RAFFLES PLACE #22-02 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/244412-SERAYA-MANAGEMENT-PRIVATE-LIMITED,21,2026-07-11
2869,2195,SERENDIPITY CAPITAL FUND MANAGEMENT COMPANY PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 97932719,128 BEACH ROAD #17-02 GUOCO MIDTOWN 189773,https://serendipitycapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/410858-SERENDIPITY-CAPITAL-FUND-MANAGEMENT-COMPANY-PTE-LTD,21,2026-07-11
2870,2196,SERENITY CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63599971,1 SCOTTS ROAD #16-04 SHAW CENTRE 228208,https://www.serenitycap.com,https://eservices.mas.gov.sg/fid/institution/detail/246901-SERENITY-CAPITAL-MANAGEMENT-PTE-LTD,21,2026-07-11
2871,2197,SEVIORA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67272388,3 FRASER STREET #15-23 DUO TOWER 189352,https://www.sevioracapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/246935-SEVIORA-CAPITAL-PTE-LTD,21,2026-07-11
2872,2197,SEVIORA CAPITAL PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 67272388,3 FRASER STREET #15-23 DUO TOWER 189352,https://www.sevioracapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/246935-SEVIORA-CAPITAL-PTE-LTD,21,2026-07-11
2873,2198,SFOX PTE. LTD.,Payments,Major Payment Institution,,"1 COLEMAN STREET #08-09A, THE ADELPHI 179803",https://www.sfox.com/,https://eservices.mas.gov.sg/fid/institution/detail/433728-SFOX-PTE-LTD,21,2026-07-11
2874,2199,SFP ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65344556,20 MALACCA STREET #04-00 MALACCA CENTRE 048979,http://www.sfp.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1543-SFP-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2875,2199,SFP ASSET MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65344556,20 MALACCA STREET #04-00 MALACCA CENTRE 048979,http://www.sfp.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1543-SFP-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2876,2200,SG ALLIANCE PTE. LTD.,Financial Advisory,Licensed Financial Adviser,+65 68663113,450 ALEXANDRA ROAD #03-01 119960,,https://eservices.mas.gov.sg/fid/institution/detail/242083-SG-ALLIANCE-PTE-LTD,21,2026-07-11
2877,2200,SG ALLIANCE PTE. LTD.,Insurance,Exempt Insurance Broker,+65 68663113,450 ALEXANDRA ROAD #03-01 119960,,https://eservices.mas.gov.sg/fid/institution/detail/242083-SG-ALLIANCE-PTE-LTD,21,2026-07-11
2878,2201,SG EPAY PTE. LTD.,Payments,Major Payment Institution,65 60220603,8 EU TONG SEN STREET #11-81 THE CENTRAL 059818,http://www.sgepay.com,https://eservices.mas.gov.sg/fid/institution/detail/412233-SG-EPAY-PTE-LTD,21,2026-07-11
2879,2202,SG EXCHANGE PTE. LTD.,Payments,Money-changing Licensee,65 91875970,400 ORCHARD ROAD #01-29 ORCHARD TOWERS 238875,,https://eservices.mas.gov.sg/fid/institution/detail/218633-SG-EXCHANGE-PTE-LTD,21,2026-07-11
2880,2203,SG QUICKPAY PTE. LTD.,Payments,Standard Payment Institution,,92A SYED ALWI ROAD #02-02 207668,http://www.sgquickpay.com,https://eservices.mas.gov.sg/fid/institution/detail/243297-SG-QUICKPAY-PTE-LTD,21,2026-07-11
2881,2204,SG SECURITIES (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63497400,8 MARINA BOULEVARD #12-01 MARINA BAY FINANCIAL CENTRE TOWER 1 018981,,https://eservices.mas.gov.sg/fid/institution/detail/355-SG-SECURITIES-SINGAPORE-PTE-LTD,21,2026-07-11
2882,2204,SG SECURITIES (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63497400,8 MARINA BOULEVARD #12-01 MARINA BAY FINANCIAL CENTRE TOWER 1 018981,,https://eservices.mas.gov.sg/fid/institution/detail/355-SG-SECURITIES-SINGAPORE-PTE-LTD,21,2026-07-11
2883,2205,SG TRUST (ASIA) LTD,Capital Markets,Licensed Trust Company,+65 63267373,"8 MARINA BOULEVARD, #12-01 MARINA BAY FINANCIAL CENTRE TOWER 1 018981",http://www.sgprivasia.com,https://eservices.mas.gov.sg/fid/institution/detail/1140-SG-TRUST-ASIA-LTD,21,2026-07-11
2884,2206,SGMC CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66225407,"MARINA BAY FINANCIAL CENTRE TOWER 1, #11-55 8 MARINA BOULEVARD 018981",http://www.sgmc-capital.com,https://eservices.mas.gov.sg/fid/institution/detail/200987-SGMC-CAPITAL-PTE-LTD,21,2026-07-11
2885,2207,SGX FX Markets Pte. Ltd.,Capital Markets,Recognised Market Operator,+65 62368888,2 SHENTON WAY #02-02 SGX CENTRE 1 068804,,https://eservices.mas.gov.sg/fid/institution/detail/407144-SGX-FX-Markets-Pte-Ltd,21,2026-07-11
2886,2208,SHAFEEK EXCHANGE,Payments,Money-changing Licensee,65 63399066,180 BENCOOLEN STREET #01-42 THE BENCOOLEN 189646,,https://eservices.mas.gov.sg/fid/institution/detail/2881-SHAFEEK-EXCHANGE,21,2026-07-11
2887,2209,SHAMIHA MONEY CHANGER,Payments,Money-changing Licensee,+65 67344944,150 ORCHARD ROAD #01-41 ORCHARD PLAZA 238841,,https://eservices.mas.gov.sg/fid/institution/detail/2788-SHAMIHA-MONEY-CHANGER,21,2026-07-11
2888,2210,SHAN GEMS,Payments,Money-changing Licensee,+65 63362342,THE CLEMENTI MALL #B1-10A 3155 COMMONWEALTH AVENUE WEST SINGAPORE 129588 129588,,https://eservices.mas.gov.sg/fid/institution/detail/2735-SHAN-GEMS,21,2026-07-11
2889,2211,"SHANGHAI INTERNATIONAL ENERGY EXCHANGE CO., LTD.",Capital Markets,Recognised Market Operator,+86 2120767800,"NO. 500 PUDIAN ROAD, SHANGHAI FUTURES TOWER, PUDONG NEW DISTRICT, SHANGHAI, PEOPLE'S REPUBLIC OF CHINA -",http://www.ine.cn,https://eservices.mas.gov.sg/fid/institution/detail/220528-SHANGHAI-INTERNATIONAL-ENERGY-EXCHANGE-CO-LTD,22,2026-07-11
2890,2212,SHANGHAI INTERNATIONAL TRUST (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90686903,12 MARINA BOULEVARD TOWER 3 #16-05 MARINA BAY FINANCIAL CENTRE 018982,,https://eservices.mas.gov.sg/fid/institution/detail/246905-SHANGHAI-INTERNATIONAL-TRUST-SINGAPORE-PTE-LTD,22,2026-07-11
2891,2212,SHANGHAI INTERNATIONAL TRUST (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 90686903,12 MARINA BOULEVARD TOWER 3 #16-05 MARINA BAY FINANCIAL CENTRE 018982,,https://eservices.mas.gov.sg/fid/institution/detail/246905-SHANGHAI-INTERNATIONAL-TRUST-SINGAPORE-PTE-LTD,22,2026-07-11
2892,2213,"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD.",Banking,Wholesale Bank,+65 68017888,12 MARINA BOULEVARD MARINA BAY FINANCIAL CENTRE TOWER 3 #34-01 018982,https://www.spdb.com.cn/,https://eservices.mas.gov.sg/fid/institution/detail/201053-SHANGHAI-PUDONG-DEVELOPMENT-BANK-CO-LTD,22,2026-07-11
2893,2213,"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD.",Capital Markets,Exempt Capital Markets Services Entity,+65 68017888,12 MARINA BOULEVARD MARINA BAY FINANCIAL CENTRE TOWER 3 #34-01 018982,https://www.spdb.com.cn/,https://eservices.mas.gov.sg/fid/institution/detail/201053-SHANGHAI-PUDONG-DEVELOPMENT-BANK-CO-LTD,22,2026-07-11
2894,2213,"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD.",Financial Advisory,Exempt Financial Adviser,+65 68017888,12 MARINA BOULEVARD MARINA BAY FINANCIAL CENTRE TOWER 3 #34-01 018982,https://www.spdb.com.cn/,https://eservices.mas.gov.sg/fid/institution/detail/201053-SHANGHAI-PUDONG-DEVELOPMENT-BANK-CO-LTD,22,2026-07-11
2895,2214,SHANGRI-LA HOTEL LIMITED,Payments,Money-changing Licensee,65 62134950,22 ORANGE GROVE ROAD 258350,,https://eservices.mas.gov.sg/fid/institution/detail/139-SHANGRI-LA-HOTEL-LIMITED,22,2026-07-11
2896,2215,SHARA EXCHANGE,Payments,Money-changing Licensee,65 67821545,"11, COLLYER QUAY #02-30 THE ARCADE 049317",,https://eservices.mas.gov.sg/fid/institution/detail/200944-SHARA-EXCHANGE,22,2026-07-11
2897,2216,SHEEN INTERNATIONAL EXCHANGE,Payments,Money-changing Licensee,+65 82011483,26 SENTOSA GATEWAY B1-K54 RESORTS WORLD SENTOSA 098138,,https://eservices.mas.gov.sg/fid/institution/detail/2855-SHEEN-INTERNATIONAL-EXCHANGE,22,2026-07-11
2898,2217,SHENNING INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66901099,6 TEMASEK BOULEVARD #41-06 SUNTEC TOWER FOUR 038986,http://www.shenninginvestments.com,https://eservices.mas.gov.sg/fid/institution/detail/2426-SHENNING-INVESTMENTS-PTE-LTD,22,2026-07-11
2899,2218,SHENTON 2000 EXCHANGE,Payments,Money-changing Licensee,65 62206010,304 ORCHARD ROAD B1-141 LUCKY PLAZA 238863,,https://eservices.mas.gov.sg/fid/institution/detail/2862-SHENTON-2000-EXCHANGE,22,2026-07-11
2900,2219,SHENTON INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 68360983,8 TEMASEK BOULEVARD #43-01 SUNTEC TOWER THREE 038988,,https://eservices.mas.gov.sg/fid/institution/detail/218456-SHENTON-INSURANCE-BROKERS-PTE-LTD,22,2026-07-11
2901,2220,SHENTON MONEY EXCHANGER PTE. LTD.,Payments,Money-changing Licensee,65 62738847,624 CHOA CHU KANG STREET 62 #01-240 YEW TEE SQUARE 680624,,https://eservices.mas.gov.sg/fid/institution/detail/2410-SHENTON-MONEY-EXCHANGER-PTE-LTD,22,2026-07-11
